Code CIS,Code CIP13,Code statut,Libellé statut,Date de début,Date mise à jour,Date remise à disposition,Lien ANSM
66056398,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
69284777,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
60144464,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
60716890,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
64610112,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
66593010,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
69011006,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
60623831,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
61420645,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
63522848,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
64266362,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
64293046,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
65569273,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
66731810,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
68014323,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
68209070,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
69240866,,2,Tension d'approvisionnement,25/09/2024,01/10/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirolelp2mg4mget8mgcomprimepelliculeropinirolechlorhydratede
61068069,3400933403577,4,Remise à disposition,12/09/2023,01/10/2024,01/10/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zinnat125mg5mlenfantsetnourrissonsgranulespoursuspensionbuvableenflaconde80mlcefuroximeaxetil
61485696,,1,Rupture de stock,04/07/2024,30/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/trandolapril2mget4mgtrandolapril
62481448,,1,Rupture de stock,04/07/2024,30/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/trandolapril2mget4mgtrandolapril
62961098,,1,Rupture de stock,04/07/2024,30/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/trandolapril2mget4mgtrandolapril
64337254,,1,Rupture de stock,04/07/2024,30/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/trandolapril2mget4mgtrandolapril
66972380,,1,Rupture de stock,04/07/2024,30/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/trandolapril2mget4mgtrandolapril
68510337,,1,Rupture de stock,04/07/2024,30/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/trandolapril2mget4mgtrandolapril
65731907,,4,Remise à disposition,17/11/2024,27/09/2024,23/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/abirateronearrow500mgcomprimepelliculeabiraterone
61722572,,2,Tension d'approvisionnement,22/04/2024,17/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/linezolide600mgcomprimepelliculelinezolide
62621124,,2,Tension d'approvisionnement,22/04/2024,17/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/linezolide600mgcomprimepelliculelinezolide
63513482,,2,Tension d'approvisionnement,22/04/2024,17/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/linezolide600mgcomprimepelliculelinezolide
66835563,,2,Tension d'approvisionnement,22/04/2024,17/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/linezolide600mgcomprimepelliculelinezolide
68311278,,2,Tension d'approvisionnement,22/04/2024,17/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/linezolide600mgcomprimepelliculelinezolide
68115596,,4,Remise à disposition,04/09/2024,27/09/2024,19/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/remifentanilviatris1mgpoudrepoursolutioninjectableoupourperfusionremifentanilchlorhydratede
69892263,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
67548121,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
66695638,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
66649523,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
65828929,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
64809705,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
64469583,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
64255608,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
63855735,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
61872287,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
61720468,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
61506592,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
61497951,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
61206381,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
61197676,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
61150445,,2,Tension d'approvisionnement,14/10/2022,25/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ropinirole025mg05mg1mg2mget5mgcomprimepelliculeropinirole
69658075,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
69377288,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
69356080,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
68080063,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
68058063,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
67829684,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
67514820,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
67326619,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
65667034,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
65529193,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
65503120,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
65131079,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
62578192,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
62000092,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
61699593,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
61626015,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
60038468,,4,Remise à disposition,27/06/2023,24/09/2024,24/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lamotrigine5mg25mg50mg100mget200mgcomprimedispersibleouacroquerlamotrigine
69422609,,4,Remise à disposition,15/03/2024,23/09/2024,23/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ondansetronaccord2mgmlsolutioninjectableondansetron
68163833,,4,Remise à disposition,03/02/2023,20/09/2024,20/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/diprostenesuspensioninjectableenseringueprerempliebetamethasonedipropionatedebetamethasonephosphatesodiquede
64164546,,4,Remise à disposition,19/09/2024,19/09/2024,19/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/sugammadex100mgmlsolutioninjectableflaconsde2mletde5mlsugammadexsodique
62639211,,4,Remise à disposition,19/09/2024,19/09/2024,19/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/sugammadex100mgmlsolutioninjectableflaconsde2mletde5mlsugammadexsodique
60822363,,4,Remise à disposition,19/09/2024,19/09/2024,19/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/sugammadex100mgmlsolutioninjectableflaconsde2mletde5mlsugammadexsodique
68633806,,4,Remise à disposition,19/09/2024,19/09/2024,19/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/sugammadex100mgmlsolutioninjectableflaconsde2mletde5mlsugammadexsodique
69458135,,4,Remise à disposition,22/07/2024,18/09/2024,18/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/conferoport05mggelulealiberationprolongeetacrolimus
67250203,,3,Arrêt de commercialisation,31/05/2022,18/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ancotil1pourcentsolutionpourperfusionflucytosine
68649778,,4,Remise à disposition,06/05/2022,18/09/2024,18/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/xylocaine10mgmladrenaline0005mgmlsolutioninjectablelidocaineadrenaline
65574434,,4,Remise à disposition,27/08/2024,17/09/2024,17/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/riamet20mg120mgcomprimeartemetherlumefantrine
60386414,,4,Remise à disposition,03/05/2024,17/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/vaccins/havrix1440u1mladultessuspensioninjectableenseringuepreremplievaccininactivedelhepatiteainactiveadsorbevirusdelhepatiteasouchehm175inactiveadsorbe
64506829,,2,Tension d'approvisionnement,31/07/2024,16/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/tercian50mg5mlsolutioninjectableenampoulecyamemazine
69989424,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
69961371,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
69368816,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
69292959,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
68484668,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
68256579,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
68046157,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
67352838,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
66385187,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
65378211,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
65290658,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
65116508,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
65017848,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
64645960,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
64631754,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
62949651,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
62512769,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
62015977,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
60856668,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
60356613,,4,Remise à disposition,01/06/2023,16/09/2024,16/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/flecainidelp50mg100mg150mget200mggelulealiberationprolongeeflecainideacetatede
63945150,,4,Remise à disposition,02/11/2023,12/09/2024,12/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/fomepizoleaphp5mgmlsolutionadiluerpourperfusionfomepizolesulfatede
65766192,,2,Tension d'approvisionnement,12/09/2022,12/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ozempic025mg05mg1mgsolutioninjectableenstylopreremplisemaglutidelevuresaccharomycescerevisiae
63210923,,2,Tension d'approvisionnement,12/09/2022,12/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ozempic025mg05mg1mgsolutioninjectableenstylopreremplisemaglutidelevuresaccharomycescerevisiae
61400703,,2,Tension d'approvisionnement,12/09/2022,12/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ozempic025mg05mg1mgsolutioninjectableenstylopreremplisemaglutidelevuresaccharomycescerevisiae
65847210,,3,Arrêt de commercialisation,31/08/2024,11/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/arsenictrioxidemylan1mgmlsolutionadiluerpourperfusiontrioxydedarsenic
60996403,,2,Tension d'approvisionnement,09/09/2024,10/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/biltricide600mgcomprimepelliculequadrisecablepraziquantel
60533348,,4,Remise à disposition,13/03/2024,09/09/2024,09/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lidocaine20mgmladrenaline0005mgmlaguettantsolutioninjectablelidocaineadrenaline
62227058,,4,Remise à disposition,13/03/2024,09/09/2024,09/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/lidocaine10mgmladrenaline0005mgmlaguettantsolutioninjectablelidocaineadrenaline
66615713,,2,Tension d'approvisionnement,03/09/2024,06/09/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/tercian40mgmlsolutionbuvableengouttescyamemazine
68178899,,4,Remise à disposition,03/09/2024,03/09/2024,03/09/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/androtardyl250mg1mlsolutioninjectableintramusculairetestosteroneenantatede
64834509,,2,Tension d'approvisionnement,03/02/2025,25/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/methylprednisoloneviatris20mgpoudrepoursolutioninjectableimivmethylprednisolonehydrogenosuccinatede
67672560,,1,Rupture de stock,19/08/2024,25/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/methylprednisoloneviatris40mgpoudrepoursolutioninjectableimivmethylprednisolonehydrogenosuccinatede
60917345,,3,Arrêt de commercialisation,24/03/2024,19/08/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/vaccins/revaxissuspensioninjectableenseringuepreremplievaccindiphteriquetetaniqueetpoliomyelitiqueinactiveadsorbeateneurreduiteenantigenesanatoxinediphteriqueanatoxinetetaniqueviruspoliomyelitiqueinactive
66800338,,4,Remise à disposition,15/11/2023,19/08/2024,19/08/2024,https://ansmsantefr/disponibilitesdesproduitsdesante/vaccins/rabipurpoudreetsolvantpoursolutioninjectableenseringuepreremplievaccinrabiqueinactivevirusdelarageinactivesoucheflurylep
62250594,,1,Rupture de stock,04/09/2023,19/08/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/mycostatine100000uimlsuspensionbuvablenystatine
68852682,,2,Tension d'approvisionnement,21/12/2021,07/08/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/aspegicinjectable500mg5mlpoudreetsolutionpourusageparenteralacetylsalicylatedelysine
67951898,,1,Rupture de stock,01/08/2014,06/08/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/claventin3g200mget5g200mgpoudrepoursolutioninjectableivticarcillinesodiqueacideclavulanique
67557120,,1,Rupture de stock,01/08/2014,06/08/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/claventin3g200mget5g200mgpoudrepoursolutioninjectableivticarcillinesodiqueacideclavulanique
68632565,,1,Rupture de stock,12/02/2025,17/02/2025,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/tiapridal100mg2mlsolutioninjectabletiapridechlorhydratede
68574699,,2,Tension d'approvisionnement,31/07/2022,29/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/tofranil10mgcomprimeenrobeimipramine
63720680,3400932695249,2,Tension d'approvisionnement,15/07/2024,24/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/gentamicine40mgsolutioninjectable1ampouleenverrede2mlgentamicinesulfatede
62149015,,1,Rupture de stock,15/02/2024,24/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/ozalin2mgmlsolutionbuvableenrecipientunidosemidazolam
62031508,,1,Rupture de stock,31/07/2024,22/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/anapensolutioninjectableenseringuepreremplieadrenaline
62538162,,1,Rupture de stock,31/07/2024,22/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/anapensolutioninjectableenseringuepreremplieadrenaline
66223317,,1,Rupture de stock,31/07/2024,22/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/anapensolutioninjectableenseringuepreremplieadrenaline
65907383,,2,Tension d'approvisionnement,21/06/2024,12/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/paliperidonebiogaransuspensioninjectablealiberationprolongeeenseringueprerempliepaliperidone
65593826,,2,Tension d'approvisionnement,21/06/2024,12/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/paliperidonebiogaransuspensioninjectablealiberationprolongeeenseringueprerempliepaliperidone
65363113,,2,Tension d'approvisionnement,21/06/2024,12/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/paliperidonebiogaransuspensioninjectablealiberationprolongeeenseringueprerempliepaliperidone
62620200,,2,Tension d'approvisionnement,21/06/2024,12/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/paliperidonebiogaransuspensioninjectablealiberationprolongeeenseringueprerempliepaliperidone
62262276,,2,Tension d'approvisionnement,21/06/2024,12/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/paliperidonebiogaransuspensioninjectablealiberationprolongeeenseringueprerempliepaliperidone
62538194,,4,Remise à disposition,13/02/2025,13/02/2025,13/02/2025,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/menopur75uimlpoudreetsolvantpoursolutioninjectablemenotropine
64667202,,1,Rupture de stock,20/07/2023,04/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/granupas4ggranulesgastroresistantsaminosalicyliqueacide
67287098,,2,Tension d'approvisionnement,08/12/2023,02/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/zithromax40mgmlenfantspoudrepoursuspensionbuvableazithromycinedihydratee
68434003,,1,Rupture de stock,10/06/2024,01/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/mimpara30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
63023578,,1,Rupture de stock,10/06/2024,01/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/mimpara30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
60889903,,1,Rupture de stock,10/06/2024,01/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/mimpara30mg60mget90mgcomprimepelliculecinacalcetchlorhydratede
60476979,,2,Tension d'approvisionnement,28/04/2024,01/07/2024,,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/atropine05collyreatropinesulfate
69771614,,4,Remise à disposition,13/02/2025,13/02/2025,13/02/2025,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/acarbose50mgspecialitesabasedacarbose
69664434,,4,Remise à disposition,13/02/2025,13/02/2025,13/02/2025,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/acarbose50mgspecialitesabasedacarbose
69116854,,4,Remise à disposition,13/02/2025,13/02/2025,13/02/2025,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/acarbose50mgspecialitesabasedacarbose
67901945,,4,Remise à disposition,13/02/2025,13/02/2025,13/02/2025,https://ansmsantefr/disponibilitesdesproduitsdesante/medicaments/acarbose50mgspecialitesabasedacarbose
